id,genres,original_title,popularity,tagline,original_language,production_countries
114,"[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",Anne Frank Remembered,0.243986,"She is perhaps Hitler's best known victim, but what was Anne Frank really like?",en,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'NL', 'name': 'Netherlands'}]"
115,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",The Young Poisoner's Handbook,6.178497,,en,"[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]"
116,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",If Lucy Fell,2.891918,A comedy for the romantically challenged.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
117,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Steal Big Steal Little,1.522412,Two brothers. One fortune. Zero chance they'll share it.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
118,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",Race the Sun,1.317878,A dream can make all the difference under the sun.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
119,"[{'id': 18, 'name': 'Drama'}]",The Boys of St. Vincent,0.86539,,en,"[{'iso_3166_1': 'CA', 'name': 'Canada'}]"
120,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",Boomerang,6.506983,A Player Who's About to be Played.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
121,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",重慶森林,6.778979,What a difference a day makes,cn,"[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}]"
122,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",L'uomo delle stelle,1.702639,"In the golden age of cinema, everyone dreams of becoming a star. One man promises to make all their dreams come true...",it,"[{'iso_3166_1': 'IT', 'name': 'Italy'}]"
123,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",Flirting with Disaster,5.579088,"A comedy about sex, love, family and other accidents waiting to happen.",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
124,"[{'id': 14, 'name': 'Fantasy'}]",The NeverEnding Story III,6.252377,It's a brand new beginning in the adventure that never ends,en,"[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
125,"[{'id': 18, 'name': 'Drama'}]",صمت القصور,0.406754,,ar,"[{'iso_3166_1': 'TN', 'name': 'Tunisia'}, {'iso_3166_1': 'FR', 'name': 'France'}]"
126,[],Jupiter's Wife,0.001178,A Haunting Real Life Mystery,en,[]
127,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",Pie in the Sky,0.699066,The only thing that stands in the way of fate and true love is a little traffic.,en,[]
128,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Angela,2.197439,,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
129,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",Frankie Starlight,0.637554,Sometimes the brightest star is the one that shines within.,it,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IE', 'name': 'Ireland'}]"
130,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",Jade,11.418917,Some fantasies go too far.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
131,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Nueba Yol,0.29102100000000003,,es,"[{'iso_3166_1': 'DO', 'name': 'Dominican Republic'}]"
132,"[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]",Sonic Outlaws,0.001838,,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
133,"[{'id': 35, 'name': 'Comedy'}]",Down Periscope,5.184977,"A rusty sub. A rebel commander. A renegade crew. When destiny called, they should have hung up.",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
134,"[{'id': 99, 'name': 'Documentary'}]",From the Journals of Jean Seberg,0.276401,,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
135,"[{'id': 35, 'name': 'Comedy'}]",Man of the Year,0.5404359999999999,He as a centerfold who revealed everything ... but the truth.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
136,"[{'id': 18, 'name': 'Drama'}]",The Neon Bible,0.370342,,en,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]"
137,[],Target,0.0012050000000000001,,en,[]
138,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Up Close & Personal,3.4027489999999996,"Every Day we Have, is One More Than We Deserve.",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
139,"[{'id': 35, 'name': 'Comedy'}]",The Birdcage,6.499680000000001,Come as you are.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
140,"[{'id': 18, 'name': 'Drama'}]",Gospa,0.9185040000000001,,en,"[{'iso_3166_1': 'HR', 'name': 'Croatia'}, {'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
141,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",The Brothers McMullen,2.039196,Sometimes the Best Friends Are the Ones You've Known Your Whole Life.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
142,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",Bad Boys,9.262184,Whatcha gonna do?,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
143,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",The Amazing Panda Adventure,2.375865,"In the sweeping highlands of China, a boy begins a magical journey to save the life of a natural wonder.",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
144,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",The Basketball Diaries,7.415144000000001,The true story of the death of innocence and the birth of an artist.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
145,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",An Awfully Big Adventure,0.922958,,en,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]"
146,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Amateur,1.7590119999999998,"Accountancy, Murder, Amnesia, Torture, Ecstasy, Understanding, Redemption",en,"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
147,"[{'id': 18, 'name': 'Drama'}]",Apollo 13,18.761467,"Houston, we have a problem.",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
148,"[{'id': 12, 'name': 'Adventure'}]",Rob Roy,10.193549,Honor made him a man. Courage made him a hero. History made him a legend.,en,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
149,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",The Addiction,3.137285,The dark is their sunlight. What makes them different is what keeps them alive.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
150,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}]",Batman Forever,13.321354000000001,"Courage now, truth always...",en,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
151,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Belle de jour,10.142662,Luis Bunuel's Masterpiece of Erotica!,fr,"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]"
152,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Beyond Rangoon,2.04189,Truth has a witness,en,[]
153,"[{'id': 35, 'name': 'Comedy'}]",Blue in the Face,11.528147,Welcome to the planet Brooklyn.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
154,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",Canadian Bacon,5.391556,"I'll tell ya another thing, their beer sucks!",en,"[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
155,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",Casper,12.812539,Get an afterlife,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
156,"[{'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",Clockers,4.558992,"When there's murder on the streets, everyone is a suspect.",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
157,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",Congo,7.260574,Where you are the endangered species.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
158,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",Crimson Tide,8.657364999999999,Danger runs deep.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
159,"[{'id': 99, 'name': 'Documentary'}]",Crumb,3.6203879999999997,Weird sex · Obsession · Comic books,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
160,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",Desperado,6.950458,"When the smoke clears, it just means he's reloading.",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
161,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",Devil in a Blue Dress,4.646132,Private detective Easy Rawlins has been caught on the wrong side of the most dangerous secret in town.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
162,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",Die Hard: With a Vengeance,15.138855,Think fast. Look alive. Die hard.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
163,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",The Doom Generation,7.120806,Sex. Violence. Whatever.,en,"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
164,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",Feast of July,0.523575,There is no escape from the past.,en,[]
165,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",First Knight,15.178338,Their greatest battle would be for her love.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
166,"[{'id': 12, 'name': 'Adventure'}]",Free Willy 2 - The Adventure Home,7.575098,The adventure is back. The fun is back. Willy's back. And this time he's brought his whole family to meet an old friend ... and take on a new challenge.,en,"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
167,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",Hackers,14.810519000000001,"There is no right or wrong, only fun and boring",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
168,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Jeffrey,3.196456,Love is an adventure when one of you is sure... and the other is positive.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
169,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",Johnny Mnemonic,11.715867999999999,The hottest data on earth. In the coolest head in town.,en,"[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
170,"[{'id': 878, 'name': 'Science Fiction'}]",Judge Dredd,8.184814999999999,"In the future, one man is the law.",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
171,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Jury Duty,3.676921,For truth. For justice. For five bucks a day.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
172,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",Kids,4.877872,,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
173,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",Living in Oblivion,10.058328999999999,Nick is about to discover the first rule of filmmaking: if at first you don't succeed... PANIC!,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
174,"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",Lord of Illusions,4.102409,Trust Nothing Except Your Fear.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
175,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Love & Human Remains,0.354014,,en,"[{'iso_3166_1': 'CA', 'name': 'Canada'}]"
176,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",Mad Love,2.624771,A wild and sexy adventure!,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
177,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",Mallrats,8.255469999999999,They're not there to shop. They're not there to work. They're just there.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
178,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",Mighty Morphin Power Rangers: The Movie,7.024227000000001,The Power Is On!,en,"[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
179,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Moonlight and Valentino,1.01115,"Virginity, sex, the big cry, and other salty topics.",en,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
180,"[{'id': 53, 'name': 'Thriller'}, {'id': 10769, 'name': 'Foreign'}]",Mute Witness,2.466066,She Can't Speak. She Can't Scream. She Can't Beg For Mercy.,en,"[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'RU', 'name': 'Russia'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
181,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",Nadja,7.720056,Unseen. Unforgiving. Undead.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
182,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",The Net,13.304342000000002,"No driver's license, no credit cards, no passport, no access to her bank accounts in a foreign country ... She finds her identity stolen.",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
183,"[{'id': 35, 'name': 'Comedy'}]",Nine Months,8.482834,Ready or Not.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
184,"[{'id': 35, 'name': 'Comedy'}]",Party Girl,1.165039,"Sassy, savvy and definitely clued-in!",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
185,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",The Prophecy,10.187623,"On ancient ground, at the edge of the world, an evil born in heaven is about to be unleashed on earth.",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
186,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Reckless,0.11971300000000001,The most twisted Christmas ever.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
187,"[{'id': 18, 'name': 'Drama'}]",Safe,8.180047,In the 21st century nobody will be... Safe.,en,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
188,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",The Scarlet Letter,6.752119,"When intimacy is forbidden and passion is a sin, love is the most defiant crime of all.",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
189,"[{'id': 99, 'name': 'Documentary'}]",The Show,0.15959600000000002,What Happens On Stage Is Only Half The Story!,en,[]
190,"[{'id': 18, 'name': 'Drama'}]",Showgirls,17.502375,Beyond your wildest dreams. Beyond your wildest fantasies.,en,"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
191,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Smoke,5.5529459999999995,Where there's smoke... there's laughter!,en,"[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
192,"[{'id': 35, 'name': 'Comedy'}]",Something to Talk About,3.743212,"A story about husbands, wives, parents, children and other natural disasters.",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
193,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]",Species,13.492845,Our time is up.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
194,"[{'id': 18, 'name': 'Drama'}]",The Stars Fell on Henrietta,0.913522,,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
195,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",Strange Days,11.223055,You know you want it.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
196,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Les parapluies de Cherbourg,8.133881,a film for all the young lovers of the world,fr,"[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'FR', 'name': 'France'}]"
197,"[{'id': 53, 'name': 'Thriller'}]",The Tie That Binds,1.8204189999999998,,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
198,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",Three Wishes,11.002046,"If you really believe, magic will find you",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
199,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Total Eclipse,4.546551999999999,Touched by Genius. Cursed by Madness. Blinded by Love.,en,"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]"
200,"[{'id': 35, 'name': 'Comedy'}]","To Wong Foo, Thanks for Everything! Julie Newmar",7.653446000000001,Attitude is everything,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
201,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",Under Siege 2: Dark Territory,7.490247,Last time he rocked the boat. This time the sky's the limit.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
